Manufacturer,Model,Vendor Analyte Name,Vendor Specimen Description,Vendor Result Description,LOINC Code,LOINC long Name,Vendor Analyte Code,Vendor Comment,Vendor Reference ID,Equipment UID,Equipment UID Type,Component,Property,Time,System,Scale,Method,Publication Version ID
Alpha Genomix Laboratories,Alpha Genomix TaqPath SARS-CoV-2 Combo Assay*,SARS-CoV-2 Result Interpretation,"nasopharyngeal swabs (258500001^Nasopharyngeal swab^SCT)
oropharyngeal (throat) swabs (258529004^Throat swab^SCT)
anterior nasal swabs (697989009^Anterior nares swab^SCT)
mid-turbinate nasal swabs (871810001^Mid-turbinate nasal swab^SCT)","Negative (260415000^Not detected^SCT)
Positive (260373001^Detected^SCT)
Inconclusive (419984006^Inconclusive^SCT)
Invalid (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94500-6,SARS-CoV-2 (COVID-19) RNA [Presence] in Respiratory specimen by NAA with probe detection,,"Testing is limited to Alpha Genomix Laboratories located at 333 Research Ct, Peachtree Corners, GA 30092",,ABI QuantStudio 12K Flex_Thermo Fisher,MNI,SARS coronavirus 2 RNA,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200818
altona Diagnostics,RealStar SARS-CoV-2 RT-PCR Kits U.S.*,SARS-CoV-2 Result Interpretation,"anterior nasal swabs (697989009^Anterior nares swab^SCT)
mid-turbinate nasal swabs(871810001^Mid-turbinate nasal swab^SCT)
nasopharyngeal swabs (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swabs (258529004^Throat swab^SCT)
nasal aspirate (429931000124105^Nasal aspirate specimen^SCT)
nasal wash (433871000124101^Nasal washings^SCT)","Positive SARS-CoV-2 (260373001^Detected^SCT)
SARS-CoV-2 presumptive positive (720735008^Presumptive positive^SCT)
SARS-CoV-2 RNA Not Detected (260415000^Not detected^SCT)
Invalid (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT) - Test says to report if invalid 2x",94500-6,SARS coronavirus 2 RNA [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 RNA,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200512
altona Diagnostics GmbH,RealStar SARS-CoV-2 RT-PCR Kits U.S.*,SARS-CoV-2 Result Interpretation,"anterior nasal swabs (697989009^Anterior nares swab^SCT)
mid-turbinate nasal swabs(871810001^Mid-turbinate nasal swab^SCT)
nasopharyngeal swabs (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swabs (258529004^Throat swab^SCT)
nasal aspirate (429931000124105^Nasal aspirate specimen^SCT)
nasal wash (433871000124101^Nasal washings^SCT)","Positive SARS-CoV-2 (260373001^Detected^SCT)
SARS-CoV-2 presumptive positive (720735008^Presumptive positive^SCT)
SARS-CoV-2 RNA Not Detected (260415000^Not detected^SCT)
Invalid (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT) - Test says to report if invalid 2x",94500-6,SARS coronavirus 2 RNA [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 RNA,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200512
Altru Diagnostics,LDT: Altru Dx SARS-CoV-2 RT-PCR assay*,,"Upper respiratory specimens, such as:
nasal swab (445297001^Swab of internal nose^SCT)
mid-turbinate swab (871810001^Mid-turbinate nasal swab^SCT)
nasopharyngeal swab (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swab (258529004^Throat swab^SCT)","SARS-CoV-2 Detected (260373001^Detected^SCT)
SARS-CoV-2 Not Detected (260415000^Not detected^SCT)
SARS-CoV-2 Inconclusive (419984006^Inconclusive^SCT)
Invalid (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94500-6,SARS coronavirus 2 RNA [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 RNA,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200512
Altru Diagnostics,Altru Dx SARS-CoV-2 RT-PCR assay*,,"Upper respiratory specimens, such as:
nasal swab (445297001^Swab of internal nose^SCT)
mid-turbinate swab (871810001^Mid-turbinate nasal swab^SCT)
nasopharyngeal swab (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swab (258529004^Throat swab^SCT)","SARS-CoV-2 Detected (260373001^Detected^SCT)
SARS-CoV-2 Not Detected (260415000^Not detected^SCT)
SARS-CoV-2 Inconclusive (419984006^Inconclusive^SCT)
Invalid (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94500-6,SARS coronavirus 2 RNA [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 RNA,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200512
"Altru Diagnostics, Inc.",LDT: Altru Dx SARS-CoV-2 RT-PCR assay*,,"Upper respiratory specimens, such as:
nasal swab (445297001^Swab of internal nose^SCT)
mid-turbinate swab (871810001^Mid-turbinate nasal swab^SCT)
nasopharyngeal swab (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swab (258529004^Throat swab^SCT)","SARS-CoV-2 Detected (260373001^Detected^SCT)
SARS-CoV-2 Not Detected (260415000^Not detected^SCT)
SARS-CoV-2 Inconclusive (419984006^Inconclusive^SCT)
Invalid (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94500-6,SARS coronavirus 2 RNA [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 RNA,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200512
"Altru Diagnostics, Inc.",Altru Dx SARS-CoV-2 RT-PCR assay*,,"Upper respiratory specimens, such as:
nasal swab (445297001^Swab of internal nose^SCT)
mid-turbinate swab (871810001^Mid-turbinate nasal swab^SCT)
nasopharyngeal swab (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swab (258529004^Throat swab^SCT)","SARS-CoV-2 Detected (260373001^Detected^SCT)
SARS-CoV-2 Not Detected (260415000^Not detected^SCT)
SARS-CoV-2 Inconclusive (419984006^Inconclusive^SCT)
Invalid (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94500-6,SARS coronavirus 2 RNA [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 RNA,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200512
"Altru Diagnostics, Inc.",LDT: Altru Dx SARS-CoV-2 RT-PCR assay*,SARS-CoV-2 Result Interpretation,"nasal swab (445297001^Swab of internal nose^SCT)
mid-turbinate swab (871810001^Mid-turbinate nasal swab^SCT)
nasopharyngeal swab (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swab (258529004^Throat swab^SCT)","SARS-CoV-2 Detected (260373001^Detected^SCT)
SARS-CoV-2 Not Detected (260415000^Not detected^SCT)
SARS-CoV-2 Inconclusive (419984006^Inconclusive^SCT)
Invalid (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94500-6,SARS coronavirus 2 RNA [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 RNA,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200512
"Altru Diagnostics, Inc.",Altru Dx SARS-CoV-2 RT-PCR assay*,SARS-CoV-2 Result Interpretation,"nasal swab (445297001^Swab of internal nose^SCT)
mid-turbinate swab (871810001^Mid-turbinate nasal swab^SCT)
nasopharyngeal swab (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swab (258529004^Throat swab^SCT)","SARS-CoV-2 Detected (260373001^Detected^SCT)
SARS-CoV-2 Not Detected (260415000^Not detected^SCT)
SARS-CoV-2 Inconclusive (419984006^Inconclusive^SCT)
Invalid (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94500-6,SARS coronavirus 2 RNA [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 RNA,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200512
Applied BioCode,BioCode? SARS-CoV-2 Assay*,SARS-CoV-2 N gene,"upper respiratory specimens such as
nasopharyngeal swabs (NPS) (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swabs (OPS) (258529004^Throat swab^SCT)
nasal swabs (445297001^Swab of internal nose^SCT)
bronchoalveolar lavage (BAL) (258607008^Bronchoalveolar lavage fluid sample^SCT)","Positive (260373001^Detected^SCT)
Negative (260415000^Not detected^SCT)
Invalid/Repeat (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94533-7,SARS-CoV-2 (COVID19) N gene [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 N gene,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200623
Applied BioCode,SARS-CoV-2 Assay*,SARS-CoV-2 N gene,"upper respiratory specimens such as
nasopharyngeal swabs (NPS) (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swabs (OPS) (258529004^Throat swab^SCT)
nasal swabs (445297001^Swab of internal nose^SCT)
bronchoalveolar lavage (BAL) (258607008^Bronchoalveolar lavage fluid sample^SCT)","Positive (260373001^Detected^SCT)
Negative (260415000^Not detected^SCT)
Invalid/Repeat (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94533-7,SARS-CoV-2 (COVID19) N gene [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 N gene,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200623
Applied BioCode,BioCode SARS-CoV-2 Assay*,SARS-CoV-2 N gene,"nasopharyngeal swabs (NPS) (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swabs (OPS) (258529004^Throat swab^SCT)
combined naso- and oropharyngeal swabs (433801000124107^Nasopharyngeal and oropharyngeal swab^SCT)
nasal swabs (445297001^Swab of internal nose^SCT)
bronchoalveolar lavage (BAL) (258607008^Bronchoalveolar lavage fluid sample^SCT)","Positive (260373001^Detected^SCT)
Negative (260415000^Not detected^SCT)
Invalid/Repeat (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94533-7,SARS-CoV-2 (COVID19) N gene [Presence] in Respiratory specimen by NAA with probe detection,,,,BioCode MDx-3000_Applied BioCode,MNI,SARS coronavirus 2 N gene,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200826
Applied DNA Sciences,Linea COVID-19 assay kit*,SARS-CoV-2,"Nasal swab (445297001^Swab of internal nose^SCT)
mid-turbinate nasal swab (871810001^Mid-turbinate nasal swab^SCT)
nasopharyngeal swab (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swabs (258529004^Throat swab^SCT)
nasopharyngeal wash (258467004^Nasopharyngeal washings^SCT)
nasopharyngeal aspirate (258411007^Nasopharyngeal aspirate^SCT)
nasal aspirate (429931000124105^Nasal aspirate specimen^SCT)","Positive(260373001^Detected^SCT)
Negative (260415000^Not detected^SCT)",94640-0,SARS coronavirus 2 S gene [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 S gene,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200519
applieddnasciences,Linea COVID-19 assay kit*,SARS-CoV-2,"Nasal swab (445297001^Swab of internal nose^SCT)
mid-turbinate nasal swab (871810001^Mid-turbinate nasal swab^SCT)
nasopharyngeal swab (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swabs (258529004^Throat swab^SCT)
nasopharyngeal wash (258467004^Nasopharyngeal washings^SCT)
nasopharyngeal aspirate (258411007^Nasopharyngeal aspirate^SCT)
nasal aspirate (429931000124105^Nasal aspirate specimen^SCT)","Positive ?(260373001^Detected^SCT)
Negative (260415000^Not detected^SCT)",94640-0,SARS coronavirus 2 S gene [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 S gene,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200519
Aspirus,LDT: Aspirus SARS-CoV-2 rRT Assay*,SARS-CoV-2 Result Interpretation,"Nasal swab (445297001^Swab of internal nose^SCT)
Mid-turbinate nasal swabs(871810001^Mid-turbinate nasal swab^SCT)
nasopharyngeal swab (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swabs (258529004^Throat swab^SCT)
BAL (258607008^Bronchoalveolar lavage fluid sample^SCT)","SARS-CoV-2 Detected?(260373001^Detected^SCT)
SARS-CoV-2 Not Detected?(260415000^Not detected^SCT)
Invalid (455371000124106^Invalid result^SCT)",94533-7,SARS coronavirus 2 N gene [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 N gene,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200609
Aspirus,Aspirus SARS-CoV-2 rRT Assay*,SARS-CoV-2 Result Interpretation,"Nasal swab (445297001^Swab of internal nose^SCT)
Mid-turbinate nasal swabs(871810001^Mid-turbinate nasal swab^SCT)
nasopharyngeal swab (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swabs (258529004^Throat swab^SCT)
BAL (258607008^Bronchoalveolar lavage fluid sample^SCT)","SARS-CoV-2 Detected?(260373001^Detected^SCT)
SARS-CoV-2 Not Detected?(260415000^Not detected^SCT)
Invalid (455371000124106^Invalid result^SCT)",94533-7,SARS coronavirus 2 N gene [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 N gene,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200609
Aspirus,SARS-CoV-2 rRT Assay*,SARS-CoV-2 Result Interpretation,"Nasal swab (445297001^Swab of internal nose^SCT)
Mid-turbinate nasal swabs(871810001^Mid-turbinate nasal swab^SCT)
nasopharyngeal swab (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swabs (258529004^Throat swab^SCT)
BAL (258607008^Bronchoalveolar lavage fluid sample^SCT)","SARS-CoV-2 Detected?(260373001^Detected^SCT)
SARS-CoV-2 Not Detected?(260415000^Not detected^SCT)
Invalid (455371000124106^Invalid result^SCT)",94533-7,SARS coronavirus 2 N gene [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 N gene,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200609
Aspirus Reference,LDT: Aspirus SARS-CoV-2 rRT Assay*,SARS-CoV-2 Result Interpretation,"Nasal swab (445297001^Swab of internal nose^SCT)
Mid-turbinate nasal swabs(871810001^Mid-turbinate nasal swab^SCT)
nasopharyngeal swab (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swabs (258529004^Throat swab^SCT)
BAL (258607008^Bronchoalveolar lavage fluid sample^SCT)","SARS-CoV-2 Detected?(260373001^Detected^SCT)
SARS-CoV-2 Not Detected?(260415000^Not detected^SCT)
Invalid (455371000124106^Invalid result^SCT)",94533-7,SARS coronavirus 2 N gene [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 N gene,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200609
Aspirus Reference,Aspirus SARS-CoV-2 rRT Assay*,SARS-CoV-2 Result Interpretation,"Nasal swab (445297001^Swab of internal nose^SCT)
Mid-turbinate nasal swabs(871810001^Mid-turbinate nasal swab^SCT)
nasopharyngeal swab (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swabs (258529004^Throat swab^SCT)
BAL (258607008^Bronchoalveolar lavage fluid sample^SCT)","SARS-CoV-2 Detected?(260373001^Detected^SCT)
SARS-CoV-2 Not Detected?(260415000^Not detected^SCT)
Invalid (455371000124106^Invalid result^SCT)",94533-7,SARS coronavirus 2 N gene [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 N gene,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200609
Aspirus Reference,SARS-CoV-2 rRT Assay*,SARS-CoV-2 Result Interpretation,"Nasal swab (445297001^Swab of internal nose^SCT)
Mid-turbinate nasal swabs(871810001^Mid-turbinate nasal swab^SCT)
nasopharyngeal swab (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swabs (258529004^Throat swab^SCT)
BAL (258607008^Bronchoalveolar lavage fluid sample^SCT)","SARS-CoV-2 Detected?(260373001^Detected^SCT)
SARS-CoV-2 Not Detected?(260415000^Not detected^SCT)
Invalid (455371000124106^Invalid result^SCT)",94533-7,SARS coronavirus 2 N gene [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 N gene,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200609
Aspirus Reference Laboratory,LDT: Aspirus SARS-CoV-2 rRT Assay*,SARS-CoV-2 Result Interpretation,"Nasal swab (445297001^Swab of internal nose^SCT)
Mid-turbinate nasal swabs(871810001^Mid-turbinate nasal swab^SCT)
nasopharyngeal swab (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swabs (258529004^Throat swab^SCT)
BAL (258607008^Bronchoalveolar lavage fluid sample^SCT)","SARS-CoV-2 Detected?(260373001^Detected^SCT)
SARS-CoV-2 Not Detected?(260415000^Not detected^SCT)
Invalid (455371000124106^Invalid result^SCT)",94533-7,SARS coronavirus 2 N gene [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 N gene,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200609
Aspirus Reference Laboratory,Aspirus SARS-CoV-2 rRT Assay*,SARS-CoV-2 Result Interpretation,"Nasal swab (445297001^Swab of internal nose^SCT)
Mid-turbinate nasal swabs(871810001^Mid-turbinate nasal swab^SCT)
nasopharyngeal swab (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swabs (258529004^Throat swab^SCT)
BAL (258607008^Bronchoalveolar lavage fluid sample^SCT)","SARS-CoV-2 Detected?(260373001^Detected^SCT)
SARS-CoV-2 Not Detected?(260415000^Not detected^SCT)
Invalid (455371000124106^Invalid result^SCT)",94533-7,SARS coronavirus 2 N gene [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 N gene,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200609
Aspirus Reference Laboratory,SARS-CoV-2 rRT Assay*,SARS-CoV-2 Result Interpretation,"Nasal swab (445297001^Swab of internal nose^SCT)
Mid-turbinate nasal swabs(871810001^Mid-turbinate nasal swab^SCT)
nasopharyngeal swab (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swabs (258529004^Throat swab^SCT)
BAL (258607008^Bronchoalveolar lavage fluid sample^SCT)","SARS-CoV-2 Detected?(260373001^Detected^SCT)
SARS-CoV-2 Not Detected?(260415000^Not detected^SCT)
Invalid (455371000124106^Invalid result^SCT)",94533-7,SARS coronavirus 2 N gene [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 N gene,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200609
Assurance Scientific Laboratories,SARS-CoV-2 Panel*,SARS-CoV-2 RNA,"Nasal swab (445297001^Swab of internal nose^SCT)
nasopharyngeal swab (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swab (258529004^Throat swab^SCT)","Positive SARS-CoV-2(260373001^Detected^SCT)
Not detected (260415000^Not detected^SCT)
Inconclusive (419984006^Inconclusive^SCT)
Invalid (455371000124106^Invalid result^SCT)",94533-7,SARS coronavirus 2 N gene [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 N gene,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200925
"Assure Tech. (Hangzhou Co., Ltd)",Assure COVID-19 IgG/IgM Rapid Test Device*,SARS-CoV-2 IgG,"venous whole blood (122555007^Venous blood specimen)
serum (119364003^Serum specimen^SCT)
plasma (119361006^Plasma specimen^SCT)","Positive (10828004^Positive^SCT)
Negative (260385009^Negative^SCT)
Invalid (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94507-1,"SARS-CoV-2 (COVID-19) IgG Ab [Presence] in Serum, Plasma or Blood by Rapid immunoassay",,Expect to be reported together with the Rapid IA result for IgM.,,,,SARS coronavirus 2 Ab.IgG,PrThr,Pt,Ser/Plas/Bld,Ord,IA.rapid,20200715
"Assure Tech. (Hangzhou Co., Ltd)",Assure COVID-19 IgG/IgM Rapid Test Device*,SARS-CoV-2 IgM,"venous whole blood (122555007^Venous blood specimen)
serum (119364003^Serum specimen^SCT)
plasma (119361006^Plasma specimen^SCT)","Positive (10828004^Positive^SCT)
Negative (260385009^Negative^SCT)
Invalid (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94508-9,"SARS-CoV-2 (COVID-19) IgM Ab [Presence] in Serum, Plasma or Blood by Rapid immunoassay",,Expect to be reported together with the Rapid IA result for IgG.,,,,SARS coronavirus 2 Ab.IgM,PrThr,Pt,Ser/Plas/Bld,Ord,IA.rapid,20200715
"Atila BioSystems, Inc.",iAMP COVID-19 Detection Kit*,SARS-CoV-2 Result,"nasal swabs (445297001^Swab of internal nose^SCT)
nasopharyngeal (NP) swabs (258500001^Nasopharyngeal swab^SCT)
oropharyngeal (OP) swabs (258529004^Throat swab^SCT)
Nasopharyngeal swab AND oropharyngeal swab
(433801000124107^Nasopharyngeal and oropharyngeal swab^SCT)","SARS-CoV-2 not detected (260415000^Not Detected^SCT)
SARS-CoV-2 positive (260373001^Detected^SCT)
Invalid; retest specimen (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT
",94500-6,SARS coronavirus 2 RNA [Presence] in Respiratory specimen by NAA with probe detection,,,iAMP-COVID19-100,,,SARS coronavirus 2 RNA,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200428
